"","score","text","klasifikasi"
"629",1,"gnotsafe g plandemic warzone  hospitals  filmyourhospitals  filmyourhospital  covid covid  covidusa  coronavirususa  coronaviruscolombia endthelockdown  endtheshutdown  firmetuhospital  coronavirusme lmao a could he just be playing a role lol actor","Positif"
"630",0,"nd wave  coronavirususa covid","Netral"
"631",-1,"or a span of  years  american deaths in the vietnamwar     or a span of appro  weeks   covid american deathsand counting coronavirususa coronavirus","Negatif"
"632",0,"with more than  deaths more americans have died with covid than died in the vietnam war coronavirus covid trumpsvietnam coronavirususa","Netral"
"633",0,"hey whacko coronavirususa deniers gtgt reported us coronavirus cases   weeks ago  cases  weeks ago  cases  weeks ago  cases  weeks ago  cases  weeks ago  cases  weeks ago  cases  weeks ago  cases right now  cases","Netral"
"634",1,"coronavirususa you are a fraud broadcasting fraud bullshit gopdeathcult california doctors with dubious covid conclusions debunked","Positif"
"635",0,"coronavirususa it is heartbreaking to see total cases in usa e  million today complete failure of the  administration in containing the spread","Netral"
"636",0,"shame  shame      trumpliespeopledie trumpfailedamerica coronavirususa donaldtrump  mayoclinicqanda trumppandemicfailure","Netral"
"637",2,"jets from the us navy  and the air force  fly over new york city to pay tribute to health workers fighting the coronavirus pandemic coronavirususa  via","Positif"
"638",0,"after  went in to mayo clinic they deleted it after about  mins in hospital something is truly fishy  cnn fakepandemic fakevirus covid coronavirususa coronavirushoax mikepence trump pence","Netral"
"639",0,"coronavirususa  the case for ending the covid pandemic with mass testing by one estimate america may need  million covid tests per day for people to return to work you can effectively fight the coronavirus pandemic without widespread testing to find out who has it","Netral"
"640",3,"when he doesnt test positive this going to be biggest fuck you to       you all gonna get the biggest middle finger to show you its not bad  covid covid coronavirususa coronavirusliar coronavirushoax hoax covidhoax fakevirus","Positif"
"641",1,"the us on tuesday became the first country in the world to have more than one million cases of coronavirus it accounts for nearly onethird of the  million cases globallycoronavirususa","Positif"
"642",3,"thank you and if you know someone who is still bringing up the flu  covid coronavirus coronavirususa coronaviruspandemic sarscov pandemic inthistogether sticktoscience","Positif"
"643",1,"does the white house or the potus have a statement to make about this  coronavirususa coronavirus covid","Positif"
"644",-1,"the rumor is no live theatre until january  at the earliest   covid coronaviruspandemic coronavirususa","Negatif"
"645",-2,"pence doesnt believe in science he amp trump need to get out of the way theyre putting all americans at risk    coronavirususa","Negatif"
"646",-4,"doctors looking at the numbers following the science drop bombshell on medical states   coronavirususa narrative doctors dan erickson and artin massihi operate several clinics concluding it no different than the flu  by  at the numbers","Negatif"
"647",-1,"just so everyone is aware hospitals are currently denying service animals in violation of the ada so if you have one dont plan on getting sound medical care coronavirususa","Negatif"
"648",-1,"look at the irony so called developed usa on its knees  all the military power tech advancement cant protect and simple and quick measures hv put vietnam much ahead coronavirus covid chinaliedpeopleadied makechinapay coronavirususa","Negatif"
"649",2,"just give it up amp let someone else drive                  trump amp pence  before you get us all killed        trumppressconference trumpliespeopledie   coronavirususa","Positif"
"650",-3,"my elderly parents watch this bs  k dead in  month is not deadly enough this elitist swanson heir better not convince them its safe to be out and about when it most assuredly is not coronavirususa  fakefo","Negatif"
"651",-1,"trumps intel briefing book repeatedly cited virus threat report  morn  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Negatif"
"652",0,"coronavirususa covid  dozens of coronavirus cases connected to us primary election voting","Netral"
"653",1,"new report raises the question of whether trump didn believe his intel  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Positif"
"654",6,"todays covid update  new cases  more than yesterday  new recoveries  more than yesterday  new deaths  from yesterday  more data here   covid coronavirususa covid coronavirus","Positif"
"655",-1,"lets see if this  with  and clorox would work for real  coronavirususa  cloro","Negatif"
"656",1,"more newme quarentine life coronavirususa covid","Positif"
"657",0,"sadly this is spot on irishtimes covid coronavirususa potus","Netral"
"658",0,"documents suggest coronavirus task force prioritized which labs got test  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Netral"
"659",2,"he doesn give a shit it all about him just like it is for     coronavirususa covid covid coronavirus","Positif"
"660",0,"so what do doctors say about this  truthe whatisthetruth  coronavirususa","Netral"
"661",-2,"ny gov andrew cuomo blasts republicans for coronavirus bail out comme  via  covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Negatif"
"662",0," sleep during the coronavirususa","Netral"
"663",1,"first known us coronavirus victim suffered burst heart pathologist    via   coronavirususa","Positif"
"664",-1,"coronavirus coronavirususa ccpliedpeopledied ccpmustdie it is time to stop ccp not by one man but millions of chinese supressed by the ccp which did not care how many people die world affected by covid must stop the evil commie ccp","Negatif"
"665",1,"a mask covers the eyes  seriously  hes dumb as a rock   coronavirususa coronaviruspandemic votehimout votebluetoendthisnightmare wakeupamerica","Positif"
"666",1,"hmmmperhaps u should tour coronavirus infected meat packing plants tomorrow djtu know they r the ones u have an e order to reopennot caring about the american employee health nor their families trumptourofmeatpackingplants coronavirususa testingtestingtesting","Positif"
"667",2,"jets from the us navy  and the air force  fly over new york city to pay tribute to health workers fighting the coronavirus pandemic coronavirususa","Positif"
"668",-3,"youre right    trump  has pushed lack of concern for workers to cruelty toward workers   meatpacking plants must be required to put in coronavirususa safety measures before they open meat workers must be eligible for unemploymentbenefits","Negatif"
"669",-1,"trump sinks in polls claims disinfectant comments were sarcastic a closer look   via  donthecon trumplies factsmatter covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Negatif"
"670",3,"youre the head of the coronavirususa taskforce and you gave stupidly ridiculous e why you shouldnt have to wear a mask as per their guidelines some leader you are   drfauci  magats americafirst","Positif"
"671",-1,"connecticut has surpassed georgia and te in total cases currently with  coronavirus covid coronavirususa","Negatif"
"672",0,"stop it don lemon   you cant keep pointing out the do as i say not as i do administration that essentially does nothing mikepence covidiots coronavirus coronavirususa trumpvirus wearamask mayoclinic pencedemic pencepandemic penceisanidiot","Netral"
"673",2,"coronavirus is highly contagious and much more deadly than the flu keep yacking your nonsense  i hope you get sued for spreading misinformation coronavirususa","Positif"
"674",-1,"coronavirususa gacdctesting in fultoncounty and dekalbcounty","Negatif"
"675",1,"first known us coronavirus victim suffered burst heart pathologist    via   coronavirususa","Positif"
"676",0,"the meatpacking plants must be required to institute s safety guidelines why are they optional now or americans wont eat their meat        coronavirususa meat meatplants","Netral"
"677",-1,"there is nothing safe about these states reopening in  weeks there will be a resurgent if this virus and even more people will die trumpfailedamerica coronavirususa bloodonhishandstrump complicitcorruptgop","Negatif"
"678",0,"more than  usa coronavirus coronavirususa deaths in  hours johnshopkinsuniversity tracker","Netral"
"679",0,"coronavirususa death toll now e that of vietnam war coronavirususa death toll now e that of vietnam war coronavirususa death toll now e that of vietnam war","Netral"
"680",0,"this is all getting so nucking futs if we could dial this shit back to say or  i am content with playing atari and navigating a vcr  retro coronavirususa adulting vcr wtf","Netral"
"681",0,"im done being polite about  criminal negligence that led to my fathers death     covid coronavirus coronavirususa trumpvirus","Netral"
"682",0,"btw covid usa death count today is over   over  in the world  nottheflubro coronavirususa coronaviruspandemic covid wearamask","Netral"
"683",0,"timothy  niv tuesdaymotivation  scripture  amblogging  christianblogs  coronavirususa  georgia  stayhome  thebachelorltyh","Netral"
"684",3,"contrary to what half the us population thinks or so it seems and no matter who the president is heshe was not going one to stop it fact no one was stopping it  it a virus not a military threat coronavirus coronavirususa covid","Positif"
"685",-2,"i had some e inspections in baltimore downtown was quite eerie at  am on a monday morning coronavirususa","Negatif"
"686",0,"this is     genocide republicansarekillingus  deathcult you have blood  on your hands covid coronavirususa coronavirusupdates","Netral"
"687",0,"yep  you get credit on this one the us hits the  million confirmed coronavirususa infections get outta the way let the governors create a national plan","Netral"
"688",1,"would you take a coronavirus vaccine   vaccine covid coronavirususa pharmaceuticals","Positif"
"689",-1,"until new  and  guidelines for meatpacking plants are mandatory the meatpackers should stay closed if they dont then americans should forego eating meat     coronavirususa covidiot","Negatif"
"690",-2,"going out to dinner meeting up for happy hour rela at my apartment pool here in socal covid coronavirususa   sucks","Negatif"
"691",-3,"the jackass of the day award goes to mike pence for not wearing a face mask at the mayo clinic when all other visitors and staff there were wearing masks covid coronavirususa coronavirus politics trump","Negatif"
"692",0,"vote now on  are you planning to stop shaking hands with others in the future   handshaking covid coronavirususa pandemic","Netral"
"693",4,"according to which criteria or parameters do you make such assumptions with respect you are not an epidemology  virologist   i ask factual questions and dont stir up conspiracy theories   billgates   covid covid coronavirususa corona","Positif"
"694",3,"nothing this group does makes sense to me  stands for  the virus is directly linked to human behavior regarding animals  it has shown that  nature will always    the economy  coronavirususa climatechange environmentalawareness","Positif"
"695",0,"even all the ones with covid     coronavirususa","Netral"
"696",-5,"projections for april    usa  cases amp  dead   cases    dead  canada  cases amp  dead   cases    dead  ontario  cases   cases  covid coronavirus coronaviruspandemic coronavirususa","Negatif"
"697",0,"trump should be arrested for what he has caused   covid  trumpownseverydeath trumpisfakenews   coronaviruspandemic coronavirususa  trumpiskillingamericans trumpliesaboutcoronavirus  trumphasbloodonhishands trumpliesamericansdie  trumpisacompletefailure trumpmustgo","Netral"
"698",0,"anybody still protesting the stay at home order needs to see this heres a picture of the freezer truck theyre loading bodies of people who passed away from convid this is deadly serious stay inside covid coronavirususa ppe pandemic stayhome quarantine","Netral"
"699",1,"this is iran under the rule of islamist state of khamenei  iran tehran iranian masihi france germany us nyc coronavirususa irancoronavirus      vatican italy vaticano","Positif"
"700",1,"now which is the third world country covid coronavirususa","Positif"
"701",1,"seems like so many of the younger generation would love to have a new normal why is that i wonder   did their lives lack e coronavirususa","Positif"
"702",1,"need help making masks  covid  coronavirusuk  coronavirususa  free pdf instructions with pictures from my drive  leather mask template   blue towel mask template","Positif"
"703",1,"is this even legal covid coronavirususa coronaviruspandemic reopenamericanow","Positif"
"704",-3,"coronavirususa  author stephen king predicted a similar story of this pandemic in  when he released the book the stand amp made a miniseries for tv in  about a deadly flu virus released in a laboratory that caused worldwide deaths","Negatif"
"705",6,"trump supporters e he didnt say that and if he did he didnt mean it and if he did you didnt understand it and if you did its no big deal and if it is it we dont care and if you do go fuck yourself covid  coronavirususa  trumppressbriefing","Positif"
"706",-1,"coronavirus outbreaks have been reported in at least  us meat processing plants in  states  coronavirususa coronaviruscanada meatplants covid pandemic health meatpacking nurses physicians healthforall health vegan govegan healthcareworkers","Negatif"
"707",0,"if walmart can stay open then surely a small business can stay open coronavirususa","Netral"
"708",0,"the pentagon just released newly declassified footage of three ufos in step one of a new government initiative called yo i got thiswe gonna blame this shit on fckin aliens covid ufosighting coronavirususa quarantine","Netral"
"709",-1,"so jealous   has shorter haircut than i do now  coronavirususa","Negatif"
"710",1,"oh but trump is afraid hell miss a cheeseburger or welldone steak  bevegetarian meatpackingplants coronaviruspandemic coronavirususa socialdistancing coronavirusoubreak coronavirus covid covid","Positif"
"711",0,"california governor announces phase reopening plan   coronavirususa","Netral"
"712",1,"i know it hard to get another job but they should walk out  this isn good for the end user either tysonfoods covid coronavirususa coronavirus trumpisadangertothenation trumpisamassmurderer trumpisalaughingstock trumptheworstpresidentever","Positif"
"713",2,"if you need anything out the fridge you just ask your pandemic daddy me to      you are my pandemic daddy  coronavirususa covid","Positif"
"714",1,"a blessing is always around the corner coronavirususa","Positif"
"715",0,"why are you not celebrating that we hit the  million of coronavirususa cases let me guess we are amazing better leader the best in the entire world compare to other countries jodiomamao","Netral"
"716",-1,"yeah  whats up with the  sounds like s looking into it   tonight we get to hear what shes finding  coronavirususa meatplants meatpacking trumpliesamericansdie covid cdc","Negatif"
"717",0,"normal is never coming back  americans must remember who the tyrannical dictators in america were during the covid pandemic  covid coronavirus news politics covidusa coronavirususa unitedstates","Netral"
"718",0,"doesnt look like the situation is getting better to me either herd immunity will work or even more people will die covid coronavirususa trump donaldtrump trumppressbriefing trumppressconference trumppressconf covidiot covidus maga trumpvirus covidusa potus","Netral"
"719",4,"hair salons are going to be the high risk designated area once lockdown is lifted coronavirus coronavirususa","Positif"
"720",0,"a lot of people need to learn that opinions are not facts covid coronavirususa coronavirus facts opinion","Netral"
"721",0,"covid  has claimed more american lives than the vietnam war coronavirus coronavirususa","Netral"
"722",0,"netflix is making a comedy set in the coronavirus outbreak  coronavirususa coronaviruspandemic netflix comedy humor funny weneedtolaugh","Netral"
"723",-2,"us coronavirus deaths  million confirmed us cases  million us unemployed no clear strategy no mass testing plan covid coronavirususa malignantnarcissist theamendmentnow removetrumpnow trumppandemic trumpliesamericansdie resist","Negatif"
"724",0,"new podcast episodelisten at the world is preparing for a gradual reopening of the economy but do we have this pandemic under control are we ready to go back to our normal lives without the fear covid coronavirususa testingforcovid","Netral"
"725",-1,"survived war died from covid covidusa veterans  coronavirusmassachusetts coronaviruspandemic coronavirususa uspoli","Negatif"
"726",2,"thats the point this administration puts forth again and again they do what they want their message is very clear coronavirususa is just another thing to use to their advantage","Positif"
"727",-3,"our governor has  that everyone wear masks i would have complied if they had done that instead of shutting down the economy now iwillnotcomply freetn coronavirususa","Negatif"
"728",2,"this triple crisis of viral plague systemic economic breakdown and governmentleadership failure to prioritize our best interests has thrown us into a fight for our lives over who and what is essential  generalstrike mayday coronavirususa","Positif"
"729",0,"weve now surpassed  confirmed covid cases in the united states  the death toll climbs to   only  tests completed coronavirususa trumpbodycount trumpownseverydeath","Netral"
"730",1,"graphs and analysis updated for apr costa rica doing well italy continues to flatten netherlands bc canada improve other regions see growth  coronavirus covid covidbc coronaviruscanada coronavirususa coronavirusnederland costarica","Positif"
"731",0,"mikepences ignorance  on things big amp small  is astounding can we please get him out of the coronavirususa loop hes just contributing to the massive trumpcoronadisaster       maga kag trumpliesamericansdie","Netral"
"732",-2,"fromtheleft women in ice detention face reprisals for speaking up about fears of covid  reporting by    ice coronavirususa","Negatif"
"733",3,"ofc new yorkers trust their governor more than the us president  andrewcuomo donaldtrump newyork coronavirususa economy","Positif"
"734",-3,"breaking  trump orders meat processors not to close in move to buttress us food supply   sputnikbreaking  coronavirususa","Negatif"
"735",-1,"check out my latest video the truth about hell selected scriptures  watch now   biblebiblestudy prophet jesus christianbiblicalanswersnow learnthebibleyeshakjv newtestamentoldtestamentcoronaviruscoronavirususa","Negatif"
"736",-1,"nfl draft breaks viewership record with online virtual event draftpick in the time of covid   nfldraft virtualdraft coronavirususa","Negatif"
"737",0,"breaking  trump invokes defense production act to help meat producers head off food shortage   sputnikbreaking  coronavirususa","Netral"
"738",1,"here is my connecticut covid update for tuesday april   please stay safe and healthy as we work together through this pandemic coronavirusct coronavirususa hopesandprayers","Positif"
"739",0,"come on coronaviruspandemic coronavirususa pence tours mayo clinic and flouts its rule that all visitors wear a mask","Netral"
"740",0,"need we say m after deaths from  crookedlyingracist comrade  coronavirushoax or as some like to call it the flu take only  months to surpass total american deaths in vietnam over  years  coronavirususa is trumpsvietnam and w","Netral"
"741",0,"i agree the   the  and   have not served the nation most vulnerable people well for decades  they need more help e coronavirususa","Netral"
"742",-1,"coronavirus killed my dad amp left us unemployed please help with rent  modest needs    all donations are now matched  coronawillendsoon coronavirususa heroesinthehotzone charity kindnessmatters kindness modestneeds christian givingback","Negatif"
"743",1,"is a twat  coronavirus coronavirususa wiunion","Positif"
"744",-1,"coronavirus homeless twice and afraid to lose home again  modest needs    urgent   all donations now matched to k   coronawillendsoon coronavirususa heroesinthehotzone charity kindnessmatters kindness modestneeds christian givingback","Negatif"
"745",0,"poetryarts confidential new poem the deputy sheriff wears no mask  mikepence mayoclinic coronavirus coronavirususa pandemicpoetry trumpcovidfails","Netral"
"746",2,"essential workers like me aren real happy at timesdangerous work under normal times now compounded with covid coronavirususa and hugely unappreciated by almost everyone to keep people supplied with essentials of life if you bought it or got it a truck brought it","Positif"
"747",0,"approval for trumps handling of coronavirus outbreak sinks to record low  and rightfully so      coronavirususa   drfauci             via","Netral"
"748",2,"it is clear that the motto of  amp  amp    virus acquire currency coronavirususa capitalismkills coronaviruspandemic trumpliespeopledie gop maga stayhome","Positif"
"749",1,"us coronavirus cases surpass  million and the death toll is greater than us losses in vietnam war  hey  where is your outrage   covid coronavirususa coronavirusupdates corona","Positif"
"750",2,"since a large amount of people have nothing but time one their hands heres some suggested reading  this is the white paper sent to the gov of iowa stayhome stayhomeiowa covid coronavirususa iowa coronavirus","Positif"
"751",-1,"million cases of coronavirus in the usa as of april    that  of the total cases worldwide covid coronaviruspandemic coronavirususa coronavirusoutbreak","Negatif"
"752",0,"need to feed family essentialworkers  clean toilet  in a hospital  collector pick vegetables     covidiots covid coronavirususa coronavirusupdates there are openings","Netral"
"753",0,"they got married in the middle of the friendliest street in town amp the neighbors all came to help  coronavirususa wedding celebration happy joy love","Netral"
"754",0,"daily stats canada  and usa  vs covid coronaupdate coronavirustruth coronavirususa covidcanada covidontario covid covidtoronto socialdistancing covidworld","Netral"
"755",1,"they wont return to work and collecting a check while they wont vote on anything to help us they have held america hostage something must be done now coronavirus coronavirusrd coronaviruspandemic coronavirususa chinavirus congreso congress","Positif"
"756",-1,"whats the point more than  americans die every year in car accidents double the casualties of antietam  coronavirususa death totals are padded doctors and nurses around the country claim the mortality figures are not accurate listen to them conspiracytheory","Negatif"
"757",2,"and sadly it only going to get higher once they relax the social distancing guidelines  it staggering to think only  of the population has been tested covid coronavirususa covidtesting","Positif"
"758",3,"coronavirususa election trump the questions are always is  were you better off  yrs ago and were will you be in yrswell we see the great economy was just for the few as paycheck  paycheck poor thru middle classes after  months are now unemployment check to","Positif"
"759",-2,"staying safe out here       still not gonna wear a condom  coronavirus coronavirususa coronawillendsoon  coronavirususa corona  coronaifyounasty","Negatif"
"760",-1,"deaths per million from the wuhan virus in us states districts and territories as of  edt on april  covid  sarscov coronavirus  coronavirususa  coronavirusoutbreak  wuhanvirus  ccpvirus","Negatif"
"761",2,"this was worth sharing  coronavirus coronavirususa  covid","Positif"
"762",0,"cartoon  disinfectant president    coronavirususa","Netral"
"763",2,"trump so much winning youre gonna be sick of winning so much when im president  yeah well sick certainly was the right word  coronavirus coronavirususa coronavirusupdate  coronavirus us officially surpasses one million cases","Positif"
"764",1,"marthamaccallum fo politicians   this is how i feel after the coronavirususa   red white and pink slip blues","Positif"
"765",2,"everyone is wearing a mask e our vice president oh right because jesus is supposedly protecting him  pence might want to die  he just looks dead inside and doesnt care anymore  coronavirus  trump  coronavirususa  absolute joke","Positif"
"766",0,"so my wife and i are playing the card game war for house hold chores which include toilets vacuum sinks amp mirrors dusting dishes laundry as an added bonus you could get give off this allows you to switch a duty triopia coronavirususa","Netral"
"767",0,"and we don wear masks coronavirususa pence","Netral"
"768",-2,"how about dead immigrant bodies taken to the white house for him t see no need t wear a mask he wears a manipulationmask daily then talk about anything but coronavirususa","Negatif"
"769",2,"im that coronavirus slipping behind you  yesterday appalling falling  is why you run  a reckoning you hear in the nightwaves mass graves now comes gravity surge   amwriting poem coronavirususa","Positif"
"770",0,"trump amp pence said over a month ago that any americans who needed a coronavirus test could get one  this is still not true where are the tests   trumppressconferences   drfauci  coronavirususa  maga kag wherearethetests covid","Netral"
"771",-3,"the us could be in for a bad fall if researchers dont find an effective treatment to fight the coronavirus by thendrfauci said tuesday the virus will certainly make a comeback in the us even as cases begin to stabilize  covid coronavirususa","Negatif"
"772",0,"fact   covid  coronaviruspandemic coronavirususa  trumpiskillingamericans trumphasbloodonhishands trumpisadangertothenation trumpisacompletefailure trumpmustgo   joebidenforpresident  bluewave","Netral"
"773",2,"is this what you meant by getting there first donald trumpliesamericansdie coronavirususa coronavirus","Positif"
"774",0,"countries going through hell trump stresses covid should have been contained in china   coronavirususa","Netral"
"775",-2,"if china has known about this for months why is the rest of the world just now having to figure out symptoms  covid coronavirus coronaviruspandemic coronavirususa coronavirusoutbreak","Negatif"
"776",-1,"total covid cases surpass one million in the us coronavirus coronavirususa","Negatif"
"777",0," los angeles is ramping up production of its muchcontested subway lines in an unlikely twist during the coronavirus pandemic  reports coronavirususa","Netral"
"778",0,"trump bleach suggestion sarcasm  the daily social distancing show  via  donthecon trumplies covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Netral"
"779",-1,"lets not forget these facts covid covid coronavirus coronavirususa pandemic trump","Negatif"
"780",-1,"check out thoughts on spotify musicreview newmusic newmusicalert si socialdistancing coronavirususa","Negatif"
"781",1,"the divine miss m   mikepence coronaviruspandemic coronavirususa covid   stayathome   stayhome  mikepenceisacunt republicansarekillingus   socialdistancing alonetogether   washyourhands  trumpiskillingamericans arrestthemallnow","Positif"
"782",5,"saving me when i had you keep fighting on the front lines for everyone you looked up to me as a kid now i look up to you i love you more than anything and we keep on fighting covid coronavirususa","Positif"
"783",1,"covidiots open up america now  corona chan im gonna end a lot more careers responsiblerestartohio openupamerica coronavirususa","Positif"
"784",1,"mike pence is a ct   coronaviruspandemic coronavirususa covid  stayathome  stayhome  mikepenceisacunt republicansarekillingus   socialdistancing alonetogether   washyourhands  trumpiskillingamericans arrestthemallnow","Positif"
"785",1,"thats horrible any good lawyers who can at least help him get a replacement check probono covid coronavirususa stimuluscheck","Positif"
"786",0,"liers liers liers     covid coronavirusliar coronaviruspandemic coronavirususa coronavirusoutbreak","Netral"
"787",1,"oops forgot the following  coronavirus covid coronaviruspandemic coronavirususa","Positif"
"788",1,"have yet to receive my first check ssdi coronavirususa","Positif"
"789",0,"free  and  smartphone repairs for our frontlineheroes will be available now through june    coronavirus frontlinestaff frontlinecoronawarriors coronavirususa ubreakifix tech news business samsung google  learn more ","Netral"
"790",0,"still have yet to receive my first disability ssdi coronavirususa there may be another stimulus check for some","Netral"
"791",1,"sending ppe would have been more welcome than a display by the blue angels  trump knows one thing spectacle his pandemic inaction embarrasses the nation daily  covid coronavirususa","Positif"
"792",1,"covid is killing too many people  abortions are essential   abortion kills more people every year than covid has globally   covid coronavirus coronavirususa","Positif"
"793",0,"stop blocking  aid to our states   our firefighters teachers amp other stateemployed helpers need our help this is ta our money not yours  stop making it harder for americans  coronavirususa","Netral"
"794",0,"wearing a mask that only applies to other people coronavirus mikepence whitehouse coronavirususa","Netral"
"795",-1,"americans represent just  of the global population yet account for nearly onethird of all covid cases worldwide via  notwinning coronavirususa","Negatif"
"796",2,"us military death toll vietnam war  over  years us death toll covid  in  days  trump did it hes helped kill more americans than lbj  trumpvirus trumpviruscatastrophe trumpviris coronaupdate coronavirususa","Positif"
"797",3,"i went to our  and  newsroom today and it was really sad to see it so empty and quiet we shall return stronger to help build our communities in north te togetherwearestrong apartnotalone stayathomeandstaysafe coronavirususa","Positif"
"798",0,"he has acted and how he put the american people and the nation behind his own personal need to be reelected and if they wont vote for him why would they vote for you who are backing him and pushing his lies gt  maga kag   covidusa coronavirususa   here are the numbers","Netral"
"799",1,"and idiot pence was placed in charge of the national response to the coronavirus pandemic by moron trump vladimir putin couldn have picked a more incompetent pair of asshats  we being led to ruin coronavirususa","Positif"
"800",-1,"with less than  of the worlds population we  of the cases globally and about  of the deaths let that sink in usa coronavirususa","Negatif"
"801",-1,"trumps reaction to the coronavirus showed her longstanding disregard for science coronavirus coronavirususa","Negatif"
"802",0,"donations are being sought for the cheshire human services covid assistance program please stay safe and healthy as we work together through this pandemic coronavirusct coronavirususa hopesandprayers","Netral"
"803",0,"this  coronavirususa  coronavirusupdates  covidusa","Netral"
"804",-4,"an early reduction in restrictions on corona could lead to an increase in casualties in the united statesthe trump administration does not heed any of the doctors recommendations coronavirus coronavirususa covid coronavirusupdate","Negatif"
"805",-1,"has anybody studied the relationship among immunity for bone spurs homophobia and covid  if  and  don feel at risk and don need masks  just speculating  coronavirus coronavirususa trump covidiot","Negatif"
"806",0,"another  million people in the united states registered as unemployed last week according to the department of labor this is due to the outbreak of the coronavirus coronavirususa coronavirusupdate coronavirus","Netral"
"807",-1,"saudi arabia remains at the top of the list of arab countries affected by the coronavirus coronavirusupdate coronavirus coronavirususa","Negatif"
"808",-3,"described in one picture oof depression coronavirus coronavirususa war tank roblox","Negatif"
"809",1,"trump has not heeded the warnings of intelligence agencies about the outbreak of corona which is why she has now spent all her time on corona covid coronavirus coronavirususa coronavirusupdate","Positif"
"810",0,"is this the winning weve heard so much about if so  were  were  were    presidentpinesol coronavirus coronavirususa coronavirusbriefing covid covidiot covidusa","Netral"
"811",0,"us intelligence agencies have warned trump more than  times a day about the corona threat in january and february coronavirus covid coronavirususa corona","Netral"
"812",4,"so it is now  pm in cucumber westvirginia woodstock virginia eden northcarolina washingtondc and nyc and where i am what time is it where you are coronavirususa coronacrisis coronapocalypse","Positif"
"813",0,"usa coronavirususa coronavirus death toll e americans killed in vietnamwar as cases top  million","Netral"
"814",1,"a very cute covid tune  covid covidpandemic coronavirus coronavirususa","Positif"
"815",0,"my brothers lifesaving discovery  via  covid covidcure coronavirus coronacure coronavirususa","Netral"
"816",6,"ramadan kareem may allah give you all the prosperity and success may allah bless you with wealth and happiness and gives you a healthy life ramadan ramadanmubarak ramadankareem stayhome staysafe coronavirus coronavirususa coronavirusnigeria covid covidpandemic","Positif"
"817",-2,"how this antiscience jerk in charge of anything to do with the coronavirus  pandemic   what does pence actually do what are we paying him for   coronavirususa      wherearethetests trumplies  via","Negatif"
"818",-3,"coronavirus coronavirususa we have passed the surge in rhodeisland says  amp    amp national amp international criticalcare e dr mitchell levy w podcast only at","Negatif"
"819",1,"trump was warned more than a dozen times about the dangers of the novel coronavirus in january and february  usa coronavirusupdates coronavirususa covid trumpisanidiot trumppandemicfailure","Positif"
"820",0,"pharming group might have an effective covid treatment ready for use covidusa coronavirus coronaupdate medicine vaccin coronavirususa trending pressbriefing coronacrisis covidusa covidpandemic","Netral"
"821",-2,"so bozo   not wearing a mask nice way of leading by e total jackass just like the cult leader       coronavirus coronavirususa","Negatif"
"822",1,"lifeisgood but by the time you finish reading this tweet that could dramatically change    coronavirususa selfquarantine","Positif"
"823",2,"trump isn fighting science  he claiming he the top authority on science historian  usa trumppandemicfailure coronavirus coronavirususa coronavirusupdates","Positif"
"824",0,"official covid mortality count in the us is set to far e yesterdays i wonder how liberals will be celebrating this glorious turn of events coronavirususa coronacrisis coronahoax","Netral"
"825",1,"republicans who do you think is bailing out your state coronavirususa","Positif"
"826",0,"putting these peoples lives at risk so outrages me i cant even come up with a rational comment coronavirus covid covid coronavirususa","Netral"
"827",1," wouldn let them stay away so they came to newyorkcity coronavirususa","Positif"
"828",0,"feeling lonely during the coronavirus outbreak  corona coronavirus mentalhealth lonely coronavirususa","Netral"
"829",-1,"us passes  million known coronavirususa cases","Negatif"
"830",-5,"liability protection is this a euphemism for if a worker gets sick and die at your business then no fuss no muss coronavirususa","Negatif"
"831",0,"hey peeps what happening just chilling here how about youcoronavirususa","Netral"
"832",-2,"i saw pence visiting the mayo clinic not wearing a mask i think this is despicable and not christian at all i am disgusted covid ufo coronavirususa brokebackmountain txteternity survivo pence artvsartist aliensarereal pandemic","Negatif"
"833",0,"grandson david works at tesla so hopes are hightesla coronavirus technews coronacrisis coronavirususa","Netral"
"834",1,"million americans infected with coronavirususa more than  usadead","Positif"
"835",-1,"for todays musical interlude heres dr fauci to the tune of mr sandman potus drfauci mrsandman coronavirus coronavirususa coronavirustruth coronacrisis","Negatif"
"836",4,"pence at the mayo clinic today he was informed of the requirement to wear a face mask before he went so why was he even allowed in good thing stupid is not contagious hes a fing moron coronavirususa coronaidiot","Positif"
"837",1," perhaps reptilians cant catch the coronavirus nor pass it on covid coronavirususa","Positif"
"838",-2,"for up to date coronavirus numbers in the usa and kansas click on the link below  coronavirususa","Negatif"
"839",-1,"the damage caused to the us economy by the corona outbreak is similar to the damage caused by natural disasters coronavirus covid coronavirususa covid","Negatif"
