"","score","text","klasifikasi"
"749",1,"us coronavirus cases surpass  million and the death toll is greater than us losses in vietnam war  hey  where is your outrage   covid coronavirususa coronavirusupdates corona","Positif"
"750",2,"since a large amount of people have nothing but time one their hands heres some suggested reading  this is the white paper sent to the gov of iowa stayhome stayhomeiowa covid coronavirususa iowa coronavirus","Positif"
"751",-1,"million cases of coronavirus in the usa as of april    thatxexxs  of the total cases worldwidexfxfxxaxfxfxxadxfxfxxxfxfxxxfxfxxxfxfxxfxfxfxxfxfxfxxf covid coronaviruspandemic coronavirususa coronavirusoutbreak","Negatif"
"752",0,"need to feed family essentialworkers  clean toilet xfxfxaxbd in a hospital xfxfxx collector pick vegetables xfxfxcxb  xfxfxcxbd xfxfxdx covidiots covid coronavirususa coronavirusupdates there are openings","Netral"
"753",0,"they got married in the middle of the friendliest street in town amp the neighbors all came to help  coronavirususa wedding celebration happy joy love","Netral"
"754",0,"daily stats canada xfxfxxaxfxfxxa and usa xfxfxxbaxfxfxxb vs covid coronaupdate coronavirustruth coronavirususa covidcanada covidontario covid covidtoronto socialdistancing covidworld","Netral"
"755",1,"they wont return to work and collecting a check while they wont vote on anything to help us they have held america hostage something must be done now coronavirus coronavirusrd coronaviruspandemic coronavirususa chinavirus congreso congress","Positif"
"756",-1,"whats the point more than  americans die every year in car accidents double the casualties of antietam  coronavirususa death totals are padded doctors and nurses around the country claim the mortality figures are not accurate listen to them conspiracytheory","Negatif"
"757",0,"and sadly itxexxs only going to get higher once they relax the social distancing guidelines  itxexxs staggering to think only  of the population has been tested covid coronavirususa covidtesting","Netral"
"758",3,"coronavirususa election trump the questions are always is  were you better off  yrs ago and were will you be in yrswell we see the great economy was just for the few as paycheck  paycheck poor thru middle classes after  months are now unemployment check to","Positif"
"759",-2,"staying safe out here       still not gonna wear a condom  coronavirus coronavirususa coronawillendsoon  coronavirususa corona  coronaifyounasty","Negatif"
"760",-1,"deaths per million from the wuhan virus in us states districts and territories as of  edt on april  covid  sarscov coronavirus  coronavirususa  coronavirusoutbreak  wuhanvirus  ccpvirus","Negatif"
"761",2,"this was worth sharing  coronavirus coronavirususa  covid","Positif"
"762",0,"cartoon  disinfectant president    coronavirususa","Netral"
"763",2,"trump so much winning youre gonna be sick of winning so much when im president  yeah well sick certainly was the right word  coronavirus coronavirususa coronavirusupdate  coronavirus us officially surpasses one million cases","Positif"
"764",1,"marthamaccallum foxnews politicians   this is how i feel after the coronavirususa   red white and pink slip blues","Positif"
"765",2,"everyone is wearing a mask except our vice president oh right because jesus is supposedly protecting him  pence might want to die  he just looks dead inside and doesnt care anymore  coronavirus  trump  coronavirususa  absolute joke","Positif"
"766",0,"so my wife and i are playing the card game war for house hold chores which include toilets vacuum sinks amp mirrors dusting dishes laundry as an added bonus you could get give off this allows you to switch a duty triopia coronavirususa","Netral"
"767",0,"and we donxexxt wear masks coronavirususa pence","Netral"
"768",-2,"how about dead immigrant bodies taken to the white house for him t see no need t wear a mask he wears a manipulationmask daily then talk about anything but coronavirususa","Negatif"
"769",2,"im that coronavirus slipping behind you  yesterday appalling falling  is why you run  a reckoning you hear in the nightwaves mass graves now comes gravity surge   amwriting poem coronavirususa","Positif"
"770",0,"trump amp pence said over a month ago that any americans who needed a coronavirus test could get one  this is still not true where are the tests   trumppressconferences   drfauci  coronavirususa  maga kag wherearethetests covid","Netral"
"771",-3,"the us could be in for a bad fall if researchers dont find an effective treatment to fight the coronavirus by thendrfauci said tuesday the virus will certainly make a comeback in the us even as cases begin to stabilize  covid coronavirususa","Negatif"
"772",0,"fact   covidxfxfxxb  coronaviruspandemic coronavirususa  trumpiskillingamericans trumphasbloodonhishands trumpisadangertothenation trumpisacompletefailure trumpmustgo   joebidenforpresident  bluewavexfxfxcxaxfxfxxbaxfxfxxbxfxfxcxaxfxfxxbaxfxfxxbxfxfxcxa","Netral"
"773",2,"is this what you meant by getting there first donald trumpliesamericansdie coronavirususa coronavirus","Positif"
"774",0,"countries going through hell trump stresses covid should have been contained in china   coronavirususa","Netral"
"775",-2,"if china has known about this for months why is the rest of the world just now having to figure out symptoms  covid coronavirus coronaviruspandemic coronavirususa coronavirusoutbreak","Negatif"
"776",-1,"total covid cases surpass one million in the us coronavirus coronavirususa","Negatif"
"777",0,"xfxfxax los angeles is ramping up production of its muchcontested subway lines in an unlikely twist during the coronavirus pandemic  reports coronavirususa","Netral"
"778",0,"trump bleach suggestion sarcasm  the daily social distancing show  via  donthecon trumplies covid coronavirus covidus coronaviruspandemic coronaviruslockdown coronavirususa coronavirusoutbreak","Netral"
"779",-1,"lets not forget these facts covid covid coronavirus coronavirususa pandemic trump","Negatif"
"780",-1,"check out thoughts on spotify musicreview newmusic newmusicalert sixfeetaway socialdistancing coronavirususa","Negatif"
"781",1,"the divine miss m   mikepence coronaviruspandemic coronavirususa covid xfxfxxb  stayathome   stayhome  mikepenceisacunt republicansarekillingus   socialdistancing alonetogether   washyourhands  trumpiskillingamericans arrestthemallnow","Positif"
"782",5,"saving me when i had you keep fighting on the front lines for everyone you looked up to me as a kid now i look up to you i love you more than anythingxexxd and we keep on fighting covid coronavirususa","Positif"
"783",1,"covidiots open up america now  corona chan im gonna end a lot more careers responsiblerestartohio openupamerica coronavirususa","Positif"
"784",1,"mike pence is a ct   coronaviruspandemic coronavirususa covidxfxfxxb  stayathome  stayhome  mikepenceisacunt republicansarekillingus   socialdistancing alonetogether   washyourhands  trumpiskillingamericans arrestthemallnow","Positif"
"785",1,"thats horrible any good lawyers who can at least help him get a replacement check probono covid coronavirususa stimuluscheck","Positif"
"786",0,"liers liers liers     covid coronavirusliar coronaviruspandemic coronavirususa coronavirusoutbreak","Netral"
"787",1,"oops forgot the following  coronavirus covid coronaviruspandemic coronavirususa","Positif"
"788",1,"have yet to receive my first check ssdi coronavirususa","Positif"
"789",0,"free  and  smartphone repairs for our frontlineheroes will be available now through june    coronavirus frontlinestaff frontlinecoronawarriors coronavirususa ubreakifix tech news business samsung google  learn more xexex","Netral"
"790",0,"still have yet to receive my first disability ssdi coronavirususa there may be another stimulus check for some","Netral"
"791",1,"sending ppe would have been more welcome than a display by the blue angels  trump knows one thing spectacle his pandemic inaction embarrasses the nation daily  covid coronavirususa","Positif"
"792",1,"covid is killing too many people  abortions are essential   abortion kills more people every year than covid has globally   covid coronavirus coronavirususa","Positif"
"793",0,"stop blocking  aid to our states   our firefighters teachers amp other stateemployed helpers need our help this is taxpayer our money not yours  stop making it harder for americans  coronavirususa","Netral"
"794",0,"wearing a mask that only applies to other people coronavirus mikepence whitehouse coronavirususa","Netral"
"795",-1,"americans represent just  of the global population yet account for nearly onethird of all covid cases worldwide via  notwinning coronavirususa","Negatif"
"796",2,"us military death toll vietnam war  over  years us death toll covid  in  days  trump did it hes helped kill more americans than lbj  trumpvirus trumpviruscatastrophe trumpviris coronaupdate coronavirususa","Positif"
"797",3,"i went to our  and  newsroom today and it was really sad to see it so empty and quiet we shall return stronger to help build our communities in north texas togetherwearestrong apartnotalone stayathomeandstaysafe coronavirususa","Positif"
"798",0,"he has acted and how he put the american people and the nation behind his own personal need to be reelected and if they wont vote for him why would they vote for you who are backing him and pushing his lies gt  maga kag   covidusa coronavirususa   here are the numbers","Netral"
"799",1,"and idiot pence was placed in charge of the national response to the coronavirus pandemic by moron trump vladimir putin couldnxexxt have picked a more incompetent pair of asshats  wexexxre being led to ruin coronavirususa","Positif"
"800",-1,"with less than  of the worlds population wexexxre  of the cases globally and about  of the deaths let that sink in usa coronavirususa","Negatif"
"801",-1,"trumps reaction to the coronavirus showed her longstanding disregard for science coronavirus coronavirususa","Negatif"
"802",0,"donations are being sought for the cheshire human services covid assistance program please stay safe and healthy as we work together through this pandemic coronavirusct coronavirususa hopesandprayers","Netral"
"803",0,"this  coronavirususa  coronavirusupdates  covidusa","Netral"
"804",-4,"an early reduction in restrictions on corona could lead to an increase in casualties in the united statesthe trump administration does not heed any of the doctors recommendations coronavirus coronavirususa covid coronavirusupdate","Negatif"
"805",-1,"has anybody studied the relationship among immunity for bone spurs homophobia and covid  if  and  donxexxt feel at risk and donxexxt need masks  just speculating  coronavirus coronavirususa trump covidiot","Negatif"
"806",0,"another  million people in the united states registered as unemployed last week according to the department of labor this is due to the outbreak of the coronavirus coronavirususa coronavirusupdate coronavirus","Netral"
"807",-1,"saudi arabia remains at the top of the list of arab countries affected by the coronavirus coronavirusupdate coronavirus coronavirususa","Negatif"
"808",-3,"described in one picture oof depression coronavirus coronavirususa war tank roblox","Negatif"
"809",1,"trump has not heeded the warnings of intelligence agencies about the outbreak of corona which is why she has now spent all her time on corona covid coronavirus coronavirususa coronavirusupdate","Positif"
"810",0,"is this the winning weve heard so much about if so  were  were  were    presidentpinesol coronavirus coronavirususa coronavirusbriefing covid covidiot covidusa","Netral"
"811",0,"us intelligence agencies have warned trump more than  times a day about the corona threat in january and february coronavirus covid coronavirususa corona","Netral"
"812",4,"so it is now  pm in cucumber westvirginia woodstock virginia eden northcarolina washingtondc and nyc and where i am what time is it where you are coronavirususa coronacrisis coronapocalypse","Positif"
"813",0,"usa coronavirususa coronavirus death toll exceeds americans killed in vietnamwar as cases top  million","Netral"
"814",1,"a very cute covid tune xfxfxexaxfxfxexbxfxfxexbxfxfxexbxexdxaxefxbxf covid covidpandemic coronavirus coronavirususa","Positif"
"815",0,"my brothers lifesaving discovery  via  covid covidcure coronavirus coronacure coronavirususa","Netral"
"816",6,"ramadan kareem may allah give you all the prosperity and success may allah bless you with wealth and happiness and gives you a healthy life ramadan ramadanmubarak ramadankareem stayhome staysafe coronavirus coronavirususa coronavirusnigeria covid covidpandemic","Positif"
"817",-2,"how this antiscience jerk in charge of anything to do with the coronavirus  pandemic   what does pence actually do what are we paying him for   coronavirususa      wherearethetests trumplies  via","Negatif"
"818",-2,"coronavirus coronavirususa we have passed the surge in rhodeisland says  amp    amp national amp international criticalcare expert dr mitchell levy w podcast only at","Negatif"
"819",1,"trump was warned more than a dozen times about the dangers of the novel coronavirus in january and february  usa coronavirusupdates coronavirususa covid trumpisanidiot trumppandemicfailure","Positif"
"820",0,"pharming group might have an effective covid treatment ready for use covidusa coronavirus coronaupdate medicine vaccin coronavirususa trending pressbriefing coronacrisis covidusa covidpandemic","Netral"
"821",-1,"so bozo   not wearing a mask nice way of leading by example total jackass just like the cult leader       coronavirus coronavirususa","Negatif"
"822",1,"lifeisgood but by the time you finish reading this tweet that could dramatically change    coronavirususa selfquarantine","Positif"
"823",0,"trump isnxexxt fighting science xexx hexexxs claiming hexexxs the top authority on science historian  usa trumppandemicfailure coronavirus coronavirususa coronavirusupdates","Netral"
"824",0,"official covid mortality count in the us is set to far exceed yesterdays i wonder how liberals will be celebrating this glorious turn of events coronavirususa coronacrisis coronahoax","Netral"
"825",1,"republicans who do you think is bailing out your state coronavirususa","Positif"
"826",0,"putting these peoples lives at risk so outrages me i cant even come up with a rational comment coronavirus covid covid coronavirususa","Netral"
"827",1,"xexxconscience wouldnxexxt letxexx them stay away so they came to newyorkcity coronavirususa","Positif"
"828",0,"feeling lonely during the coronavirus outbreak  corona coronavirus mentalhealth lonely coronavirususa","Netral"
"829",-1,"us passes  million known coronavirususa cases","Negatif"
"830",-5,"liability protection is this a euphemism for if a worker gets sick and die at your business then no fuss no muss coronavirususa","Negatif"
"831",0,"hey peeps whatxexxs happening just chilling here how about youcoronavirususa","Netral"
"832",-2,"i saw pence visiting the mayo clinic not wearing a mask i think this is despicable and not christian at all i am disgusted covid ufo coronavirususa brokebackmountain txteternity survivo pence artvsartist aliensarereal pandemic","Negatif"
"833",0,"grandson david works at tesla so hopes are hightesla coronavirus technews coronacrisis coronavirususa","Netral"
"834",1,"million americans infected with coronavirususa more than  usadead","Positif"
"835",-1,"for todays musical interlude heres dr fauci to the tune of mr sandman potus drfauci mrsandman coronavirus coronavirususa coronavirustruth coronacrisis","Negatif"
"836",4,"pence at the mayo clinic today he was informed of the requirement to wear a face mask before he went so why was he even allowed in good thing stupid is not contagious hes a fing moron coronavirususa coronaidiot","Positif"
"837",1,"xfxfxaxaxfxfxfxbcxexxdxexxxefxbxf perhaps reptilians cant catch the coronavirus nor pass it on covid coronavirususa","Positif"
"838",-2,"for up to date coronavirus numbers in the usa and kansas click on the link below xfxfxxbxfxfxxbaxfxfxxbxfxfxxbxfxfxxbaxfxfxxbxfxfxxbxfxfxxbaxfxfxxbxfxfxxbxfxfxxbaxfxfxxb coronavirususa","Negatif"
"839",-1,"the damage caused to the us economy by the corona outbreak is similar to the damage caused by natural disasters coronavirus covid coronavirususa covid","Negatif"
"840",4,"as more states begin to lift shelterinplace orders therexexxs a lot for organizations to consider before they reopen their doors learn how you can prepare here   coronavirus business openamerica covid employers openforbusiness coronavirususa","Positif"
"841",2,"kangaroo crew  click amp play     prek homeschool socialdistancing  health  kids mom dad homebound nj freeresources fun literacy games story  coronavirususa cnnsesamestreet masks alphabet","Positif"
"842",-3,"trumps comments on prescription drugs for the treatment of corona are very stupid and have no medical aspect at all coronavirus covid coronavirususa","Negatif"
"843",-1,"it may come to that if things donxexxt get better soon coronavirususa","Negatif"
"844",0,"wtf one this is grossly irresponsible two what a dick covidpandemic coronavirususa","Netral"
"845",2,"are you curious about covid statistics do you want to know whats going to happen over the next few weeks find out in victoria pittores coronavirus recap  covid stayhome coronavirususa","Positif"
"846",0,"tomilahren compared social distancing measures to willful slaveryxcxacoronavirususa","Netral"
"847",1,"alabama and ohio are latest to lift coronavirususa restrictions","Positif"
"848",-2,"deaths in one longterm care facility for veterans coronavirus covid coronavirususa coronavirusupdate coronaviruspandemic","Negatif"
"849",0,"following the outbreak of corona and the increase in domestic violence and the occurrence of violent behavior especially against women and children in the united states a special contact line has been set up for this purpose coronavirus coronavirususa covid","Netral"
"850",1,"firefauci  read this fauci has know this usa covid lockdownend qanons qanonarmy qanonuk coronavirususa","Positif"
"851",1,"xfxfxxbxfxfxxxfxfxxbaxfxfxxbcoronavirususa the  is stupid to realize the republicans are backing off trump amp so is foxnews gop memo to gop running reads xexxcdo not defend trump blame chinaxexxd soon  will be winning all by himself w his maga followerssad","Positif"
"852",-2,"covid cases in usa exceed one million ppl not quite what  envisaged a couple of months ago  both he amp  were whispering sweet things to each other in t whitehouse instead of testing tstng tstng coronavirususa coronavirus","Negatif"
"853",-2,"new cases of coronavirus have ticked up again in las vegas after recently trending down   coronavirus coronavirususa lasvegas health","Negatif"
"854",-2,"so ixexxm eating butternut squash crackers for the st time only cracker left on the shelf and canxexxt decide if i should cram them or toss them the no  ingredient is bn squash i like bns butcoronavirususa","Negatif"
"855",1,"extremely disrespectful and setting a very poor example pence coronavirususa gop  gopbetrayedamerica","Positif"
"856",-2,"deaths  covid  vietnam war   these are indeed sad times soon a grim threshold will be  crossed which will show that youve got this so wrong   covid coronavirususa coronavirus","Negatif"
"857",1,"xfxfxxbaxfxfxxbxfxfxxbaxfxfxxbxfxfxxbaxfxfxxbxfxfxx  the usa has now more than  million confirmed cases and over  confirmed deaths  xfxfxxbaxfxfxxbxfxfxxbaxfxfxxbxfxfxxbaxfxfxxbxfxfxx  coronaviruspandemic coronavirus  covidpandemic   covid  covidusa  coronavirususa","Positif"
"858",0,"usa xfxfxxbaxfxfxxb vp mike pence head of coronavirus task force violated mayo clinics policy and toured the facility without a mask  mayo requires all patients and visitors to wear mask or face covering since april  covid coronavirususa","Netral"
"859",0,"how many people has the governor talked to that have had family die alone due to cancer heart attacks car accidents etc because their family isnxexxt allowed in the hospital to be with them due to the coronavirususa that number is way greater than those who have died from it","Netral"
"860",2,"ive never read anything as funny in weeks  we all know what the bankss advice is give us all the money  federal reserve seeks banksxexx advice as it gets into direct lending with coronavirus relief  covid coronavirus coronavirususa covid","Positif"
"861",0,"whats up with iowa  coronavirususa  xfxfxxbxfxfxxbxfxfxxb","Netral"
"862",1,"i guess those uv light baths amp lysol injections are really working for     coronavirususa covid mikepence trumpliespeopledie trumpisanidiot","Positif"
"863",-2,"i am very very nervous for many of our states loosening social distancing rules i hope it works out but i am not convinced bc the numbers say otherwise coronavirususa","Negatif"
"864",3,"what a dick move that was unless he was tested literally right before he walked into that building he had absolutely no idea if he was endangering anyone vpjerk coronavirususa","Positif"
"865",0,"ummmmmm bro your that someone xfxfxax coronavirususa","Netral"
"866",0,"the first documentary movie on tracking down the origin of ccp viruscoronavirus  coronavirususa coronavirus coronahoax coronawillendsoon","Netral"
"867",0,"brownies and red wine are a legit dinner during quarantine right coronavirususa","Netral"
"868",2,"thank you coronavirus coronavirususa covid thankyou thankyouhealthcareworkers thankyouhealthworkers usa","Positif"
"869",-2,"promises promises everything is always promised in the near future by members of trumps administration  in many ways fauci is no different than birx theyre both afraid of pissing trump off and its very apparent  coronavirus trumpliesamericansdie coronavirususa","Negatif"
"870",2,"good weather always bring good mood  anyone agrees mood covid tuesdayvibes coronavirus workingfromhome tuesdaytip xdxxdxxdxbxdxxdxxdxa coronavirususa community","Positif"
"871",-2,"holy crap  if they open up after seeing this and the results come in close to the predictions the governors should all be prosecuted covid coronavirus covid coronavirususa sarscov","Negatif"
"872",-1,"breaking  covid infections top  million cases worldwide  watch the complete video here xfxfxx   coronaupdate covid infections coronavirus covid lockdown covid covidxexxbc coronavirususa usa spain india coronavirusindia tuesdaymorning","Negatif"
"873",3,"this is devastating to think some want us to open up to more by easing off social distancing how obtuse  coronavirususa","Positif"
"874",-5,"trump imitates josef stalin in putting the lives of so many of his own people at risk during peacetime trump will go down in infamy for this  trump to order meatprocessing plants to remain open   covid covid coronavirus coronavirususa covid","Negatif"
"875",-1,"just increased his chances x of coming down with covid by not wearing a mask if already asymptomatic he could be a spreader he probably already had the virus that is why he chose not wear a mask coronavirususa","Negatif"
"876",-1,"ama voices concerns to hhs about the performance of many currently available covid antibodytests  antibodytest serology coronavirustests covidusa covid covidtesting covidus coronavirustesting coronavirususa antibodytesting","Negatif"
"877",1,"keep your toys clean and sanitized very important especially with covid coronavirususa coronacrisis","Positif"
"878",3,"my thoughts and prayers are with those who have lost someone to coronavirus and those who are currently battling the disease i think somedays it is too easy to forget that these numbers are mothers fathers brothers sisters children and friends coronavirususa coronavirus","Positif"
"879",0,"k per hour and we are all still waiting to be tested   incompetentinchief  coronavirususa","Netral"
"880",-2,"us in crisis   over  million cases of coronavirus in us  food supply chain broken as foodplants close  us must enforce socialdistancing until vaccine is distributed  unemployed out of food stamps money  coronavirususa homeless foodbanks mayoclinic pence","Negatif"
"881",7,"do i really have to point out who is not wearing a mask you really cant make up this crap  you make it too easy mikey vp vppence  whitehouse foxnews oann seanhannity ingrahamangle coronavirususa  realdonaldtrump gop complicitcorruptgop gopchairwoman election","Positif"
"882",-1,"projections say  deaths in usa by august i think that number will be reached by midmay unfortunately coronavirususa covidusa xexxa thanks to georgia texas colorado tennessee opening too soon deathtoll coronavirusdailyupdate","Negatif"
"883",-2,"jobs created in china do not count coronavirususa trumpownseverydeath","Negatif"
"884",1,"todayxexxs mood brought to you by covid preformed by sarahlancashire i did find some toilet paper though xfxfxxxexxdxexxxefxbxf coronavirus coronavirususa coronapocalypse  lockdown","Positif"
"885",0,"surprise us vice president  didnt wear a facemask while visiting  the hospital requires everyone to wear a mask but pence did not a tweet about this case is removed from the twitter account of  half an hour after it was posted coronavirususa","Netral"
"886",3,"nancy just ask the only question that should be asked these days what did the president know and when did he know it  coronavirususa","Positif"
"887",0,"endthelockdownnow openupamerica stop the coronavirus tyranny billofrights freedomofassembly coronavirususa","Netral"
"888",2,"no need for a vaccine or an effective treatment  im sure that with the extensive testing and contact tracing that the us is doing and will increasingly do everything will be just fine  coronaviruspandemic  covid covidpandemic coronavirus coronavirususa covidusa","Positif"
"889",1,"people ask for rentrelief and month ubi trump put his useless privileged daughter to give speeches n stuff coronavirus coronavirususa covid covid rentfreeze","Positif"
"890",-1,"popefrancis calls for xexxobediencexexx to state lockdowns  pedogatenews coronavirususa   via","Negatif"
"891",-1,"meanwhile in turkey  covid coronavirus coronavirususa covidpandemic","Negatif"
"892",2,"this society is so sick itxexxs hard to understand how it hasnxexxt died yet oh right itxexxs undead coronavirususa","Positif"
"893",1,"coronavirus usa italy covidxexxbcxcxa coronaviruspandemic togetherathome covidxcxa  coronavirususa  xcxa lovexcxa jesus stayhomexcxa newyorkersxcxa  trumpxcxa covidxcxa corona spanien stayhomestaysafexcxa coronaupdate  xcxathe best stories","Positif"
"894",-1,"which broken test did the us inheritxfxfxaxa  the ones from the cdc in    or the imaginary broken tests from before the coronavirus pandemic   coronaviruspandemic  covid  covidpandemic coronavirus   coronavirususa covidusa","Negatif"
"895",-1,"us pug becomes first recorded dog to test positive for covid virus  coronaviruspandemic coronavirususa","Negatif"
"896",1,"here are the ct dept of public health covid stats for tuesday april    please stay safe and healthy as we work together through this pandemic coronavirusct coronavirususa hopesandprayers","Positif"
"897",1,"trump covidnl covid coronavirus corona coronamaatregelen coronavirususa                  follow trumps advice and you will be safe against the corona virus","Positif"
"898",2,"covidxexxbc update from usa xfxfxxbaxfxfxxb  total cases  active cases death cases  recovered   more than  new cases and  deaths reported today godblessamerica indiastandswithusa  coronavirus covid covidus coronavirususa ajantanews","Positif"
"899",0,"xfxfxaxab this is a ct image of a patient with pneumonia from an article on ecigarette pneumonia in the united states on september   which will be used to further confirm the origin of covid virus fortdetrick covid coronavirususa xexx","Netral"
"900",-1,"whoever believes in the son jesus christ has eternal life niv bible john a  coronavirusus coronavirususa covidus covidusa covidus covidusa","Negatif"
"901",0,"coronaviruspandemic coronavirususa coronavirusupdate quarantinelife lockdown  itxexxs been  days since quarantine lockdown started in america has a cure been found yet uv exposure isnxexxt gonna be good enough","Netral"
"902",1,"thread on illinois gov pritzkers stayathome order and the judges ruling which he says is still in effect  covid coronavirususa","Positif"
"903",0,"breaking were   unfortunately us passes  million covid cases   coronavirus stayhomesavelives  coronavirususa","Netral"
"904",0,"kansas  jump in poison control cleaning chemical cases since trump made his insane bleachspeech  ks secy of health amp enviro dr lee norman making all kinds of misdirecting excuses to cnn  athing but state the obvious amp tick off trumpgop   coronavirususa coverup","Netral"
"905",0,"president trump talks about paycheck protection program breakingnewsnow breakingnews breakingnews breakingnewz breakingnow breaking coronavirus covid coronavirusus covidus  coronavirususa covidusa  coronaviruspandemicus covidpandemic","Netral"
"906",0,"or is this pandemic actually so dangerous that essential workers should not be working but employers may have threatened wjob loss  the message congress appears to be sending is that the pandemic is very dangerous and lives could be lost covid coronavirususa","Netral"
"907",0,"in support of our healthcareheroes treating covid patients free group memberships entire course library  covid specific content form nursescovid covidfoam foamed medtwitter emergencymedicine firstresponders coronavirususa doctors nurses","Netral"
"908",-1,"trumps covid calendar countdown to catastrophe as deemed by many the presidents response to the coronavirus in his own words  brought to you by    covid coronavirususa coronaviruspandemic coronaoutbreak coronavirus","Negatif"
"909",-3,"fully expect cases and deaths in these  red states texas georgia and florida to explode in coming days and weeks until they shut down again all  of these big red states have several densely populated cities that will become petrie dishes of mass infection coronavirususa","Negatif"
"910",0,"osha workmans comp  subject  enforcement guidance for respiratory protection and the n shortage due to the coronavirus disease  covid pandemic coronaviruspandemic  coronavirususa","Netral"
"911",-3,"researchers found deaths across america spiked as covid spread in march and april many of these deaths were not attributed to the disease raising concerns that actual covidrelated deaths have been underreported   john hopkins medical university  covid coronavirususa","Negatif"
"912",-1,"as danpatrick says xexxctherexexxs more important things than livingxexxd the most trumpian thought ixexxve heard to date coronavirususa","Negatif"
"913",4,"there have been many questions about new unemployment compensation programs created by the feds this addresses the most common questions i hope it is helpful please stay safe and healthy as we work together through this pandemic coronavirusct coronavirususa hopesandprayers","Positif"
"914",-1,"existingxcxaosha standardsxcxaapply to protect workers fromxcxasarscov the novelxcxacoronavirusxcxathat causes the respiratory disease known as covid coronavirususa","Negatif"
"915",0,"modernas coronavirus vaccine candidate advances to next stage of testing phase ii covid mrna xexxaxexxa xexxaxexxa xexxaxexxa coronavirusupdate coronavirususa","Netral"
"916",-1,"these guys are horrible at public health messagingxcxa if it were up to trump wed all be smoking  packs a day and would have cut the seatbelts out of our cars mayoclinicxcxapence masks pence wedothingsdifferently coronavirususa covid covidiots maga","Negatif"
"917",1,"so what hes modeling extremely bad behavior he still could have picked up covid since his last test and here he is standing next to a sick patient not even bothering to observe socialdistancing  what an depraved idiotic ass  coronavirususa","Positif"
"918",-4,"good afternoon on this tuesday  april   trending in the world  tuesday motivation thought vibe teamkentucky   money    real talk  nationalsuperheroday coronavirususa  up date  looking at iowa never closed down","Negatif"
"919",0,"info graphic on vaccineagenda vaccineswork coronaviruspandemic coronavirususa covid covid covidcanada","Netral"
"920",-2,"even if pence tested negative for covid at some time in the past he still could be a carrier now also extremely bad modeling behavior  true leaders lead by example  this is not a leader  coronavirususa","Negatif"
"921",0,"coronavirus us reaches onemillion confirmed cases xexx live updates  america  usa  coronavirususa","Netral"
"922",1,"will your college open this fall    covid covid coronavirususa college tuesdaymotivation tuesdaythoughts harvard brown workingfromhome health policy education edtech mba law medical purdue","Positif"
"923",-1,"pence  without a mask at mayoclinic cowering to his president coronavirususa covid","Negatif"
"924",-2,"stern warning for  big red states who just opened up cases and deaths are starting to skyrocket in just  day  texas  georgia  florida   florida especially has seen its biggest single day rise in cases and deaths a week coronavirususa","Negatif"
"925",0,"mike pence doesnxexxt wear a mask while visiting the mayo clinic amp their coronavirususa patients is proof that spending that much time with  makes stupid just as contagious the virus","Netral"
"926",-1,"in order to protect ourselves from the coronavirus pandemic we should buy the right protection for ourselves get to know more about it at    coronavirus facemasks apparelnbags safety fightcorona ppe coronavirususa protection protection lockdown","Negatif"
"927",2,"the us is home to  of the worldxexxs population it is also home to  of the covid cases of the world if that doesnxexxt demonstrate a failure by the  administration i donxexxt know what would coronavirususa covid","Positif"
"928",1,"good news walt ehmer ceo of  on  today discussing reopening the restaurants half capacity safe distant seating covid coronavirususa restaurantnews","Positif"
"929",-1,"that sounds like sound advice  coronavirususa","Negatif"
"930",0,"money makes the coochy go yeha covid coronavirususa","Netral"
"931",-1,"opening with strict meaning tickets for not following the rules safety guidelines at first is probably the best    option for the entire political spectrum coronavirususa","Negatif"
"932",2,"by chance are you selling or have someone who can make a facecovering that looks like your facepainted jaw i would definitely buy one   coronaviruspandemic coronavirususa","Positif"
"933",3,"trumppandemic  one million are now infected with coronavirus didnxexxt you say it would be gone by spring and now youxexxre letting states open businesses to get more people infected youxexxre a narcissist covid coronavirususa","Positif"
"934",-1,"one way or another  and  are role models coronavirususa","Negatif"
"935",-1,"leader of north carolina protest group reportedly tests positive for cov  these are some fools maga maganc magats foxnews donaldtrump realdonaldtrump globalpandemic corona coronavirus coronavirususa protest protests","Negatif"
"936",-1,"managing the usacovid in the usa coronavirususa  casesdeaths xcxbxfxfxxbaxfxfxxb","Negatif"
"937",-2,"trumpkoolaid trumpbase myhair i canxexxt believe this government consistently chooses not to follow the rules or law and why did the mayo let him in if he wouldnxexxt wear a mask  coronavirususa","Negatif"
"938",1,"on dear xfxfxxxfxfxfxbfxexxdxexxxefxbxfxfxfxxxfxfxx million coronavirususa","Positif"
"939",-2,"event two zero one  order out of chaos afghanistan immigrants  masonic   the synagogue of satan   gematria covid lockdown opencalifornia coronavirususa","Negatif"
"940",-1,"pastor rocky issues a statement regarding the reopening of our church this sunday    coronavirususa covid","Negatif"
"941",-4,"the united states has to test like no other nation because trump screwed up like no other leader   coronavirususa trumpocalypse","Negatif"
"942",0,"why doesnxexxt the us do this coronavirususa norelieffortaxevaders","Netral"
"943",0,"hilarious xfxfxxxfxfxx aliensarereal superheroday covid coronavirususa coronavirus quarantine quarantinelife","Netral"
"944",1,"but we should open everything back up by may th xfxfxaxaf  sounds like a great xfxfxxa socialdistancing coronavirususa toosoon covid","Positif"
